"seqnames"	"starts"	"ends"	"names"	"scores"	"strands"	"pvalue..log10"	"fold_enrichment"	"qvalue..log10"	"V.30.SUMO"	"ICI.30.SUMO"	"ICI.180.SUMO"
"212"	"chr10"	6338447	6341553	"peak_call/ICI_30_peak_1040"	3875	"*"	392.45349	41.31443	387.52728	0	0	0
"213"	"chr15"	63679374	63681004	"peak_call/ICI_30_peak_3615"	3853	"*"	390.22516	42.00886	385.30319	0	0	0
"214"	"chr11"	30542427	30543870	"peak_call/ICI_30_peak_1716"	3852	"*"	390.21097	45.14841	385.28915	0	0	0
"215"	"chr22"	43129889	43131250	"peak_call/ICI_30_peak_7486"	3801	"*"	385.03802	44.69542	380.1264	0	1	0
"216"	"chr6"	15221699	15222916	"peak_call/ICI_30_peak_9348"	3801	"*"	385.03802	44.69542	380.1264	0	1	0
"217"	"chr6"	106582441	106584115	"peak_call/ICI_30_peak_9652"	3799	"*"	384.8999	44.65387	379.98938	0	0	0
"218"	"chr20"	47313953	47315439	"peak_call/ICI_30_peak_6898"	3791	"*"	384.04962	13.80332	379.13989	1	1	1
"219"	"chr16"	85553992	85555431	"peak_call/ICI_30_peak_4320"	3783	"*"	383.23996	38.8862	378.33264	1	1	1
"220"	"chr9"	35517382	35518921	"peak_call/ICI_30_peak_11158"	3766	"*"	381.59674	44.39342	376.69168	0	1	0
"221"	"chr1"	15556009	15557092	"peak_call/ICI_30_peak_102"	3766	"*"	381.59674	44.39342	376.69168	0	1	0
"222"	"chr5"	133801382	133802967	"peak_call/ICI_30_peak_9010"	3752	"*"	380.12405	41.1905	375.22232	0	1	0
"223"	"chr17"	26200096	26201760	"peak_call/ICI_30_peak_4564"	3747	"*"	379.6651	40.41618	374.7648	0	0	0
"224"	"chrX"	109194298	109196438	"peak_call/ICI_30_peak_11865"	3732	"*"	378.16135	44.09142	373.26331	0	1	0
"225"	"chr14"	95663557	95664774	"peak_call/ICI_30_peak_3371"	3706	"*"	375.5853	36.40403	370.69321	0	0	0
"226"	"chr1"	42254993	42256289	"peak_call/ICI_30_peak_286"	3698	"*"	374.73187	43.78942	369.84122	0	1	0
"227"	"chr12"	124876931	124878977	"peak_call/ICI_30_peak_2682"	3698	"*"	374.73187	43.78942	369.84122	0	0	0
"228"	"chr3"	13517062	13518371	"peak_call/ICI_30_peak_7577"	3681	"*"	373.01428	32.08457	368.12808	0	0	0
"229"	"chr15"	63123884	63125780	"peak_call/ICI_30_peak_3605"	3660	"*"	370.96701	34.26713	366.08521	0	0	0
"230"	"chr20"	61722040	61723656	"peak_call/ICI_30_peak_7080"	3638	"*"	368.73413	28.19119	363.85706	0	1	0
"231"	"chr4"	3828823	3830120	"peak_call/ICI_30_peak_8283"	3630	"*"	367.89099	43.18543	363.01529	0	0	0
"232"	"chr21"	37559881	37561535	"peak_call/ICI_30_peak_7179"	3630	"*"	367.89099	43.18543	363.01529	0	0	0
"233"	"chr5"	33549607	33551159	"peak_call/ICI_30_peak_8723"	3630	"*"	367.89099	43.18543	363.01529	0	0	0
"234"	"chr6"	149400597	149401947	"peak_call/ICI_30_peak_9804"	3618	"*"	366.73657	40.09937	361.86346	0	0	0
"235"	"chr19"	51546864	51548664	"peak_call/ICI_30_peak_5665"	3614	"*"	366.30136	41.31014	361.42902	0	0	0
"236"	"chr12"	57481695	57483028	"peak_call/ICI_30_peak_2380"	3613	"*"	366.18451	43.03444	361.31256	0	1	0
"237"	"chr1"	202074445	202078212	"peak_call/ICI_30_peak_768"	3602	"*"	365.10419	29.44162	360.23459	0	1	0
"238"	"chr6"	39236505	39238927	"peak_call/ICI_30_peak_9478"	3591	"*"	364.03848	38.11303	359.17178	0	0	0
"239"	"chr3"	194214395	194216793	"peak_call/ICI_30_peak_8203"	3589	"*"	363.85938	40.61357	358.99304	0	0	0
"240"	"chr20"	49415083	49415960	"peak_call/ICI_30_peak_6948"	3582	"*"	363.14578	6.87194	358.28091	0	0	0
"241"	"chr7"	101343165	101344464	"peak_call/ICI_30_peak_10312"	3580	"*"	362.93518	36.08415	358.07089	0	1	0
"242"	"chr17"	60881636	60883235	"peak_call/ICI_30_peak_4829"	3560	"*"	360.9566	16.52287	356.09735	0	0	0
"243"	"chr6"	36584104	36585811	"peak_call/ICI_30_peak_9457"	3549	"*"	359.79688	41.49179	354.93921	1	1	0
"244"	"chr1"	207076344	207077628	"peak_call/ICI_30_peak_824"	3549	"*"	359.78973	30.2573	354.93222	0	1	1
"245"	"chr5"	172899145	172900622	"peak_call/ICI_30_peak_9173"	3546	"*"	359.52319	31.07121	354.66608	0	1	0
"246"	"chr8"	67434199	67435766	"peak_call/ICI_30_peak_10731"	3545	"*"	359.3739	42.43044	354.51703	0	0	0
"247"	"chr17"	59476250	59477430	"peak_call/ICI_30_peak_4800"	3534	"*"	358.34198	7.74965	353.48779	1	1	1
"248"	"chr7"	140009168	140011231	"peak_call/ICI_30_peak_10476"	3528	"*"	357.67511	42.27945	352.82184	0	0	0
"249"	"chr6"	151936579	151938535	"peak_call/ICI_30_peak_9815"	3524	"*"	357.31494	27.61517	352.46338	0	1	0
"250"	"chr19"	35807879	35810471	"peak_call/ICI_30_peak_5515"	3519	"*"	356.75769	39.28101	351.90686	0	1	0
"251"	"chr9"	97400848	97402026	"peak_call/ICI_30_peak_11313"	3494	"*"	354.2822	41.97745	349.43634	0	0	0
"252"	"chr3"	160818303	160819494	"peak_call/ICI_30_peak_8044"	3494	"*"	354.26349	31.77826	349.4187	0	0	0
"253"	"chr1"	109782171	109783738	"peak_call/ICI_30_peak_435"	3493	"*"	354.14642	37.32705	349.30185	0	1	0
"254"	"chrX"	115415710	115417812	"peak_call/ICI_30_peak_11873"	3468	"*"	351.73651	38.53717	346.89697	0	0	0
"255"	"chr21"	44762383	44764867	"peak_call/ICI_30_peak_7268"	3465	"*"	351.3714	32.09134	346.5325	1	1	0
"256"	"chr16"	21521690	21524707	"peak_call/ICI_30_peak_4053"	3450	"*"	349.89151	30.62175	345.05597	0	1	0
"257"	"chr17"	80571638	80572804	"peak_call/ICI_30_peak_5073"	3443	"*"	349.2045	41.52446	344.37018	0	0	1
"258"	"chr6"	53329307	53331151	"peak_call/ICI_30_peak_9539"	3403	"*"	345.18094	40.32613	340.35648	0	1	0
"259"	"chr7"	2727098	2729746	"peak_call/ICI_30_peak_9940"	3396	"*"	344.4494	36.57828	339.62589	0	0	0
"260"	"chr14"	105498213	105499786	"peak_call/ICI_30_peak_3482"	3378	"*"	342.62741	28.32137	337.80753	0	0	0
"261"	"chr16"	68778536	68780652	"peak_call/ICI_30_peak_4181"	3368	"*"	341.71536	40.69763	336.89804	0	0	0
"262"	"chr7"	45582710	45584232	"peak_call/ICI_30_peak_10115"	3367	"*"	341.59918	29.1401	336.78204	0	0	0
"263"	"chr8"	122162623	122163872	"peak_call/ICI_30_peak_10925"	3354	"*"	340.22897	20.39107	335.41473	0	0	0
"264"	"chr15"	33359371	33361529	"peak_call/ICI_30_peak_3521"	3326	"*"	337.41183	40.46747	332.60376	0	0	0
"265"	"chr13"	99302319	99303195	"peak_call/ICI_30_peak_2911"	3309	"*"	335.73364	40.31647	330.92889	0	0	0
"266"	"chr18"	46516999	46517816	"peak_call/ICI_30_peak_5187"	3309	"*"	335.73364	40.31647	330.92889	0	1	0
"267"	"chr3"	150454456	150455923	"peak_call/ICI_30_peak_8007"	3300	"*"	334.87894	31.78869	330.07626	1	1	1
"268"	"chr20"	52341506	52342067	"peak_call/ICI_30_peak_6970"	3294	"*"	334.26556	5.46199	329.46399	0	1	0
"269"	"chr22"	41128438	41129720	"peak_call/ICI_30_peak_7476"	3292	"*"	334.05704	40.16547	329.25589	0	0	0
"270"	"chr14"	100477836	100479916	"peak_call/ICI_30_peak_3418"	3288	"*"	333.69199	27.787	328.89215	0	0	0
"271"	"chr6"	15036345	15037790	"peak_call/ICI_30_peak_9344"	3281	"*"	332.90677	34.19253	328.10849	0	1	0
"272"	"chrX"	154215816	154217300	"peak_call/ICI_30_peak_11953"	3275	"*"	332.38202	40.01448	327.58429	0	0	0
"273"	"chr6"	17393293	17394820	"peak_call/ICI_30_peak_9362"	3275	"*"	332.38202	40.01448	327.58429	0	1	1
"274"	"chr14"	34249827	34252002	"peak_call/ICI_30_peak_3013"	3274	"*"	332.24133	20.0586	327.44498	0	0	0
"275"	"chr12"	54218758	54219891	"peak_call/ICI_30_peak_2360"	3239	"*"	328.74176	35.41802	323.95242	0	1	0
"276"	"chr11"	20052721	20054531	"peak_call/ICI_30_peak_1708"	3235	"*"	328.2916	35.29932	323.50284	0	1	0
"277"	"chr6"	125905187	125907007	"peak_call/ICI_30_peak_9727"	3225	"*"	327.36694	39.56148	322.57965	0	1	0
"278"	"chr2"	20313139	20314530	"peak_call/ICI_30_peak_5797"	3223	"*"	327.1358	39.14235	322.34979	0	0	0
"279"	"chr10"	5701254	5703092	"peak_call/ICI_30_peak_1032"	3213	"*"	326.13513	26.54641	321.35092	0	1	0
"280"	"chr19"	19705472	19706973	"peak_call/ICI_30_peak_5458"	3182	"*"	323.05444	38.27764	318.27664	0	0	0
"281"	"chr5"	1515660	1517215	"peak_call/ICI_30_peak_8653"	3170	"*"	321.8721	34.78773	317.09671	0	0	0
"282"	"chr16"	2379152	2380316	"peak_call/ICI_30_peak_3957"	3166	"*"	321.40286	38.13155	316.6283	0	0	0
"283"	"chr6"	83278565	83280673	"peak_call/ICI_30_peak_9598"	3166	"*"	321.40286	38.13155	316.6283	0	1	0
"284"	"chr15"	40626697	40627875	"peak_call/ICI_30_peak_3545"	3159	"*"	320.70328	38.95749	315.92944	0	0	0
"285"	"chr15"	38885255	38886580	"peak_call/ICI_30_peak_3527"	3159	"*"	320.70328	38.95749	315.92944	1	1	0
"286"	"chr1"	43457584	43459036	"peak_call/ICI_30_peak_296"	3159	"*"	320.70328	38.95749	315.92944	0	1	0
"287"	"chr2"	100252767	100254496	"peak_call/ICI_30_peak_6082"	3144	"*"	319.2081	36.19689	314.43753	0	0	1
"288"	"chr14"	50484678	50486102	"peak_call/ICI_30_peak_3079"	3135	"*"	318.31247	31.44423	313.54486	0	1	0
"289"	"chr17"	26863156	26864877	"peak_call/ICI_30_peak_4570"	3133	"*"	318.10468	37.83935	313.33719	0	0	0
"290"	"chr8"	109678719	109680015	"peak_call/ICI_30_peak_10888"	3132	"*"	317.97464	24.05796	313.20752	0	0	0
"291"	"chr2"	42569336	42570552	"peak_call/ICI_30_peak_5873"	3126	"*"	317.38153	38.65549	312.61526	0	0	0
"292"	"chr2"	220263212	220265816	"peak_call/ICI_30_peak_6495"	3126	"*"	317.38153	38.65549	312.61526	0	0	0
"293"	"chr5"	124745125	124746857	"peak_call/ICI_30_peak_8965"	3126	"*"	317.38153	38.65549	312.61526	0	0	0
"294"	"chr6"	138903247	138904335	"peak_call/ICI_30_peak_9763"	3126	"*"	317.38153	38.65549	312.61526	0	0	0
"295"	"chr1"	114518790	114520139	"peak_call/ICI_30_peak_468"	3112	"*"	316.0553	14.21017	311.29233	0	0	0
"296"	"chr2"	45979241	45980929	"peak_call/ICI_30_peak_5900"	3099	"*"	314.72415	37.52099	309.96469	0	0	0
"297"	"chr8"	100916766	100918431	"peak_call/ICI_30_peak_10839"	3098	"*"	314.6261	28.72706	309.86676	0	0	0
"298"	"chr12"	52596048	52598315	"peak_call/ICI_30_peak_2338"	3091	"*"	313.88364	34.14825	309.12646	1	1	0
"299"	"chr15"	64237767	64238605	"peak_call/ICI_30_peak_3624"	3081	"*"	312.8754	36.0074	308.11975	0	1	0
"300"	"chr19"	41426327	41428289	"peak_call/ICI_30_peak_5565"	3075	"*"	312.2908	34.02036	307.53741	1	1	1
"301"	"chr12"	48415403	48417620	"peak_call/ICI_30_peak_2301"	3063	"*"	311.0773	35.81914	306.32574	0	1	0
"302"	"chr10"	79169682	79170588	"peak_call/ICI_30_peak_1353"	3060	"*"	310.75836	38.0515	306.00729	0	0	0
"303"	"chr11"	67015732	67017414	"peak_call/ICI_30_peak_1871"	3058	"*"	310.56866	31.65063	305.81915	0	1	0
"304"	"chr7"	7360389	7362073	"peak_call/ICI_30_peak_9973"	3058	"*"	310.55701	28.08619	305.8075	0	0	0
"305"	"chr16"	70424282	70425572	"peak_call/ICI_30_peak_4198"	3043	"*"	309.10684	37.9005	304.35965	0	0	0
"306"	"chr21"	38639646	38641380	"peak_call/ICI_30_peak_7189"	3029	"*"	307.70013	35.18924	302.95584	0	0	0
"307"	"chr15"	71388575	71390139	"peak_call/ICI_30_peak_3681"	3024	"*"	307.19989	22.90762	302.45804	1	1	1
"308"	"chr9"	130717406	130718595	"peak_call/ICI_30_peak_11490"	3010	"*"	305.80902	37.59851	301.06955	0	0	0
"309"	"chr11"	72903355	72906782	"peak_call/ICI_30_peak_1970"	3009	"*"	305.65125	29.74129	300.91315	0	1	0
"310"	"chr16"	9141125	9142352	"peak_call/ICI_30_peak_3996"	3002	"*"	304.9794	36.67057	300.24197	0	1	0
"311"	"chr14"	91883713	91885242	"peak_call/ICI_30_peak_3342"	2999	"*"	304.7326	31.80597	299.99561	1	1	1
"312"	"chr7"	97944290	97945594	"peak_call/ICI_30_peak_10268"	2984	"*"	303.19156	33.3648	298.45828	1	1	0
"313"	"chr7"	906427	907914	"peak_call/ICI_30_peak_9889"	2981	"*"	302.87482	34.78006	298.14221	0	0	0
"314"	"chr8"	102478487	102479613	"peak_call/ICI_30_peak_10860"	2981	"*"	302.92972	21.64489	298.1969	0	0	0
"315"	"chr2"	227015450	227016949	"peak_call/ICI_30_peak_6534"	2977	"*"	302.51819	37.29651	297.78635	0	0	0
"316"	"chr16"	8772474	8773886	"peak_call/ICI_30_peak_3994"	2977	"*"	302.51819	37.29651	297.78635	0	0	0
"317"	"chr21"	46805703	46807678	"peak_call/ICI_30_peak_7325"	2966	"*"	301.41467	30.47783	296.68536	0	1	1
"318"	"chr19"	39620417	39622197	"peak_call/ICI_30_peak_5543"	2961	"*"	300.87537	37.14551	296.14722	0	0	0
"319"	"chr14"	24133731	24135357	"peak_call/ICI_30_peak_2988"	2941	"*"	298.83838	24.25754	294.1156	0	1	0
"320"	"chr15"	51146543	51147836	"peak_call/ICI_30_peak_3576"	2941	"*"	298.91827	20.12563	294.19537	0	0	0
"321"	"chr14"	64700480	64702489	"peak_call/ICI_30_peak_3155"	2939	"*"	298.65475	27.30602	293.93222	0	0	0
"322"	"chr14"	75986964	75988654	"peak_call/ICI_30_peak_3275"	2937	"*"	298.43912	30.02322	293.71701	0	0	0
"323"	"chr7"	129588438	129589679	"peak_call/ICI_30_peak_10419"	2933	"*"	298.06473	34.37088	293.3432	0	0	0
"324"	"chrX"	139572964	139575338	"peak_call/ICI_30_peak_11926"	2928	"*"	297.59503	36.84352	292.87424	0	0	0
"325"	"chr5"	128513136	128514215	"peak_call/ICI_30_peak_8978"	2916	"*"	296.34836	30.53616	291.63113	0	0	0
"326"	"chr12"	69832810	69834996	"peak_call/ICI_30_peak_2428"	2913	"*"	296.07263	32.07567	291.35565	0	0	0
"327"	"chr2"	66616595	66617582	"peak_call/ICI_30_peak_5967"	2901	"*"	294.86661	34.0981	290.15283	0	1	0
"328"	"chr19"	2524707	2525745	"peak_call/ICI_30_peak_5262"	2896	"*"	294.32184	36.54152	289.60883	0	1	0
"329"	"chr14"	50459504	50460092	"peak_call/ICI_30_peak_3074"	2896	"*"	294.37579	29.31803	289.66272	0	1	1
"330"	"chr17"	72764917	72767072	"peak_call/ICI_30_peak_4942"	2888	"*"	293.58539	35.64788	288.87463	0	0	0
"331"	"chr21"	36106558	36107812	"peak_call/ICI_30_peak_7172"	2879	"*"	292.68793	36.39052	287.9787	0	1	0
"332"	"chr1"	19922565	19924156	"peak_call/ICI_30_peak_146"	2879	"*"	292.68793	36.39052	287.9787	0	0	0
"333"	"chr19"	39899796	39900909	"peak_call/ICI_30_peak_5552"	2879	"*"	292.68793	36.39052	287.9787	0	0	0
"334"	"chr3"	140659570	140661436	"peak_call/ICI_30_peak_7980"	2870	"*"	291.79312	34.80047	287.08618	0	0	0
"335"	"chr22"	29913131	29914371	"peak_call/ICI_30_peak_7416"	2863	"*"	291.05582	36.23952	286.35025	0	0	0
"336"	"chr18"	74398459	74399995	"peak_call/ICI_30_peak_5221"	2863	"*"	291.05582	36.23952	286.35025	0	1	0
"337"	"chr19"	18392112	18393076	"peak_call/ICI_30_peak_5432"	2847	"*"	289.42554	36.08853	284.72388	0	1	0
"338"	"chr14"	94425533	94426584	"peak_call/ICI_30_peak_3359"	2844	"*"	289.10977	31.1204	284.40958	1	1	0
"339"	"chr1"	181095805	181096551	"peak_call/ICI_30_peak_687"	2838	"*"	288.56885	24.3271	283.86975	0	0	0
"340"	"chr10"	29918440	29920117	"peak_call/ICI_30_peak_1149"	2830	"*"	287.79706	35.93753	283.09909	0	0	0
"341"	"chr12"	46886853	46888491	"peak_call/ICI_30_peak_2285"	2823	"*"	287.01837	31.40808	282.32321	0	0	0
"342"	"chr4"	40364771	40366256	"peak_call/ICI_30_peak_8372"	2814	"*"	286.17035	35.78653	281.4762	0	0	0
"343"	"chr17"	70636258	70637289	"peak_call/ICI_30_peak_4916"	2814	"*"	286.17035	35.78653	281.4762	0	1	1
"344"	"chr16"	79070888	79072365	"peak_call/ICI_30_peak_4250"	2812	"*"	285.97778	28.34043	281.28519	0	0	0
"345"	"chr6"	135531837	135533410	"peak_call/ICI_30_peak_9749"	2807	"*"	285.4668	31.84612	280.77539	0	0	0
"346"	"chr15"	93187418	93189524	"peak_call/ICI_30_peak_3854"	2803	"*"	285.06665	29.34163	280.37622	0	0	0
"347"	"chr19"	1512762	1514200	"peak_call/ICI_30_peak_5252"	2798	"*"	284.54553	35.63553	279.85559	0	0	0
"348"	"chr7"	43847558	43848971	"peak_call/ICI_30_peak_10100"	2792	"*"	283.90424	31.71823	279.21664	0	0	0
"349"	"chr22"	46773227	46774115	"peak_call/ICI_30_peak_7511"	2782	"*"	282.92249	35.48454	278.23645	0	1	0
"350"	"chr8"	36919486	36921161	"peak_call/ICI_30_peak_10654"	2766	"*"	281.3013	35.33354	276.61899	0	0	0
"351"	"chr10"	43605817	43607381	"peak_call/ICI_30_peak_1206"	2766	"*"	281.3013	35.33354	276.61899	0	0	0
"352"	"chr20"	55333299	55334613	"peak_call/ICI_30_peak_6997"	2764	"*"	281.16959	20.00329	276.48868	0	1	0
"353"	"chr17"	45750873	45752295	"peak_call/ICI_30_peak_4660"	2760	"*"	280.71082	23.40866	276.03107	0	0	0
"354"	"chr15"	84422122	84423730	"peak_call/ICI_30_peak_3771"	2758	"*"	280.57275	30.57535	275.89322	0	0	0
"355"	"chr4"	143535963	143537499	"peak_call/ICI_30_peak_8558"	2758	"*"	280.56171	32.87057	275.8822	0	0	0
"356"	"chr2"	28599581	28601130	"peak_call/ICI_30_peak_5840"	2750	"*"	279.68198	35.18254	275.00375	0	1	0
"357"	"chr5"	154447590	154449042	"peak_call/ICI_30_peak_9118"	2750	"*"	279.68198	35.18254	275.00375	0	0	0
"358"	"chr5"	173909619	173911130	"peak_call/ICI_30_peak_9190"	2749	"*"	279.60812	21.44388	274.93127	0	0	0
"359"	"chr7"	11300430	11302048	"peak_call/ICI_30_peak_9984"	2748	"*"	279.51773	33.19135	274.84109	1	1	0
"360"	"chr2"	238404669	238405490	"peak_call/ICI_30_peak_6597"	2733	"*"	278.06451	35.03154	273.39044	0	1	0
"361"	"chr14"	37325022	37326219	"peak_call/ICI_30_peak_3036"	2724	"*"	277.10742	27.95617	272.43658	0	0	0
"362"	"chrX"	122936978	122938157	"peak_call/ICI_30_peak_11892"	2718	"*"	276.52313	29.55577	271.85321	0	0	0
"363"	"chr11"	2214187	2215050	"peak_call/ICI_30_peak_1652"	2717	"*"	276.44891	34.88054	271.77911	0	0	0
"364"	"chr14"	68772882	68774489	"peak_call/ICI_30_peak_3195"	2714	"*"	276.1048	28.20126	271.43707	0	0	0
"365"	"chr21"	32901432	32902846	"peak_call/ICI_30_peak_7160"	2713	"*"	275.97223	28.65926	271.30475	0	0	0
"366"	"chr6"	21738395	21739774	"peak_call/ICI_30_peak_9381"	2711	"*"	275.82559	32.46139	271.15842	0	0	0
"367"	"chr9"	130788777	130790021	"peak_call/ICI_30_peak_11495"	2707	"*"	275.45035	24.22457	270.78384	0	1	0
"368"	"chr2"	216080906	216082552	"peak_call/ICI_30_peak_6459"	2705	"*"	275.23334	26.62001	270.56708	0	0	0
"369"	"chr10"	17487085	17488776	"peak_call/ICI_30_peak_1090"	2697	"*"	274.42017	32.37231	269.75705	0	0	0
"370"	"chr19"	47287324	47289003	"peak_call/ICI_30_peak_5614"	2681	"*"	272.84259	31.93465	268.1839	0	0	0
"371"	"chr3"	12894430	12895465	"peak_call/ICI_30_peak_7570"	2677	"*"	272.41751	31.23295	267.75964	0	0	0
"372"	"chr12"	102090611	102092567	"peak_call/ICI_30_peak_2512"	2668	"*"	271.48392	33.72731	266.82858	0	0	0
"373"	"chr2"	43678929	43680359	"peak_call/ICI_30_peak_5888"	2668	"*"	271.50763	34.39555	266.85229	1	0	0
"374"	"chr2"	73212270	73213926	"peak_call/ICI_30_peak_5993"	2668	"*"	271.4675	30.69506	266.81226	0	0	0
"375"	"chr12"	52540963	52543327	"peak_call/ICI_30_peak_2335"	2667	"*"	271.44812	28.31808	266.79312	1	1	1
"376"	"chr21"	47714122	47715951	"peak_call/ICI_30_peak_7342"	2655	"*"	270.16577	23.21744	265.51297	0	1	0
"377"	"chr18"	43381895	43383273	"peak_call/ICI_30_peak_5176"	2653	"*"	270.0054	34.27655	265.35284	0	1	0
"378"	"chr19"	1166653	1167978	"peak_call/ICI_30_peak_5239"	2653	"*"	270.0054	34.27655	265.35284	0	1	0
"379"	"chr21"	43025601	43026176	"peak_call/ICI_30_peak_7236"	2636	"*"	268.29144	20.35244	263.64481	0	0	0
"380"	"chr9"	97544725	97546231	"peak_call/ICI_30_peak_11314"	2632	"*"	267.89026	25.25807	263.24451	1	1	1
"381"	"chr20"	47188496	47189416	"peak_call/ICI_30_peak_6893"	2631	"*"	267.81427	10.3827	263.16879	0	0	0
"382"	"chr10"	49495540	49497067	"peak_call/ICI_30_peak_1232"	2617	"*"	266.40253	31.64304	261.76053	0	0	0
"383"	"chr3"	64317151	64317745	"peak_call/ICI_30_peak_7781"	2615	"*"	266.17471	8.33467	261.5332	0	1	0
"384"	"chr15"	80971411	80972604	"peak_call/ICI_30_peak_3749"	2604	"*"	265.10623	30.7003	260.46762	0	0	0
"385"	"chr7"	4722251	4723897	"peak_call/ICI_30_peak_9953"	2591	"*"	263.75296	30.05558	259.11676	0	0	0
"386"	"chr16"	1346584	1347818	"peak_call/ICI_30_peak_3933"	2589	"*"	263.59241	33.67256	258.95676	0	0	0
"387"	"chr1"	35291087	35291999	"peak_call/ICI_30_peak_249"	2589	"*"	263.59241	33.67256	258.95676	0	0	0
"388"	"chr1"	21567962	21568917	"peak_call/ICI_30_peak_157"	2589	"*"	263.59241	33.67256	258.95676	0	0	0
"389"	"chr3"	53178765	53179860	"peak_call/ICI_30_peak_7734"	2589	"*"	263.59241	33.67256	258.95676	0	0	0
"390"	"chr8"	33102149	33103197	"peak_call/ICI_30_peak_10653"	2573	"*"	261.99402	33.52156	257.36292	0	0	0
"391"	"chr10"	44668663	44669808	"peak_call/ICI_30_peak_1215"	2557	"*"	260.39752	33.37056	255.77025	0	0	0
"392"	"chr1"	156585333	156587023	"peak_call/ICI_30_peak_603"	2557	"*"	260.39563	33.04031	255.76978	0	1	0
"393"	"chr5"	77157159	77158433	"peak_call/ICI_30_peak_8859"	2555	"*"	260.15781	31.09747	255.53236	0	0	0
"394"	"chr17"	4150929	4152065	"peak_call/ICI_30_peak_4443"	2539	"*"	258.60135	30.96107	253.9798	0	0	0
"395"	"chr3"	129626511	129628132	"peak_call/ICI_30_peak_7946"	2538	"*"	258.43158	28.41351	253.81036	0	0	0
"396"	"chr1"	38258792	38259646	"peak_call/ICI_30_peak_259"	2537	"*"	258.35446	32.43373	253.7334	0	0	0
"397"	"chr7"	101615925	101617106	"peak_call/ICI_30_peak_10318"	2532	"*"	257.87357	25.6523	253.25305	0	0	0
"398"	"chr8"	128680266	128681626	"peak_call/ICI_30_peak_10966"	2531	"*"	257.77136	20.09719	253.15097	1	1	0
"399"	"chr20"	55732172	55733231	"peak_call/ICI_30_peak_7009"	2526	"*"	257.25949	5.45196	252.63992	0	0	0
"400"	"chr3"	50641764	50643451	"peak_call/ICI_30_peak_7727"	2525	"*"	257.21054	33.06857	252.59103	0	0	0
"401"	"chr14"	106024825	106026136	"peak_call/ICI_30_peak_3498"	2525	"*"	257.21054	33.06857	252.59103	0	1	0
"402"	"chr10"	30100657	30101946	"peak_call/ICI_30_peak_1151"	2510	"*"	255.65504	30.73321	251.03922	0	0	0
"403"	"chr3"	192535871	192537674	"peak_call/ICI_30_peak_8178"	2501	"*"	254.80379	22.2785	250.19096	0	0	0
"404"	"chr12"	39836699	39837584	"peak_call/ICI_30_peak_2259"	2494	"*"	254.03137	32.76657	249.41986	1	1	0
"405"	"chr1"	145668605	145670452	"peak_call/ICI_30_peak_522"	2494	"*"	254.05103	23.0346	249.4395	1	0	0
"406"	"chr20"	58653185	58654423	"peak_call/ICI_30_peak_7038"	2480	"*"	252.66444	17.19731	248.05676	1	1	0
"407"	"chr11"	72938404	72939794	"peak_call/ICI_30_peak_1972"	2478	"*"	252.44479	32.61557	247.83762	0	0	0
"408"	"chr1"	108741375	108742860	"peak_call/ICI_30_peak_428"	2478	"*"	252.43677	22.90327	247.83112	0	0	0
"409"	"chr7"	128070927	128071892	"peak_call/ICI_30_peak_10404"	2475	"*"	252.1279	31.5571	247.52289	0	0	0
"410"	"chr20"	55181087	55182288	"peak_call/ICI_30_peak_6991"	2474	"*"	252.032	22.10778	247.42725	0	0	0
"411"	"chr15"	64188339	64189857	"peak_call/ICI_30_peak_3623"	2472	"*"	251.86234	25.86199	247.2579	0	1	0
"412"	"chr17"	59308199	59309167	"peak_call/ICI_30_peak_4793"	2469	"*"	251.52156	5.75969	246.91748	1	1	1
"413"	"chr9"	140067254	140068433	"peak_call/ICI_30_peak_11623"	2453	"*"	249.98363	28.90451	245.38368	0	0	0
"414"	"chr2"	150278359	150280139	"peak_call/ICI_30_peak_6267"	2446	"*"	249.27763	32.31358	244.67926	0	0	0
"415"	"chr16"	87867648	87868749	"peak_call/ICI_30_peak_4355"	2428	"*"	247.48108	25.53871	242.88881	0	1	0
"416"	"chr1"	168875904	168877101	"peak_call/ICI_30_peak_638"	2427	"*"	247.36299	29.3189	242.77084	0	1	0
"417"	"chr10"	14448777	14450793	"peak_call/ICI_30_peak_1085"	2415	"*"	246.11864	32.01158	241.52885	0	0	0
"418"	"chr16"	17066973	17068817	"peak_call/ICI_30_peak_4038"	2415	"*"	246.11864	32.01158	241.52885	0	0	0
"419"	"chr11"	66829396	66830935	"peak_call/ICI_30_peak_1869"	2414	"*"	246.02429	25.43095	241.43614	0	0	0
"420"	"chr1"	180136725	180138324	"peak_call/ICI_30_peak_679"	2414	"*"	246.02429	25.43095	241.43614	0	0	0
"421"	"chr1"	151965939	151967335	"peak_call/ICI_30_peak_561"	2406	"*"	245.19273	18.27515	240.6059	0	1	0
"422"	"chr11"	75077253	75078786	"peak_call/ICI_30_peak_1987"	2400	"*"	244.63943	26.27099	240.05367	0	0	0
"423"	"chr16"	23551059	23552575	"peak_call/ICI_30_peak_4068"	2400	"*"	244.68015	29.73354	240.09409	0	0	0
"424"	"chr6"	120003831	120005113	"peak_call/ICI_30_peak_9703"	2399	"*"	244.54221	31.86058	239.95689	0	0	0
"425"	"chr19"	46284419	46285744	"peak_call/ICI_30_peak_5604"	2399	"*"	244.54221	31.86058	239.95689	0	1	0
